tau,subject,density_mean,mean_degree,isolated_nodes_mean
0.45,S21,0.3205653021442495,5.770175438596492,6.083333333333333
0.45,S22,0.30317460317460315,5.457142857142857,5.2785714285714285
0.45,S23,0.2935185185185185,5.283333333333333,4.5
0.45,S24,0.3430049482681061,6.174089068825911,3.4923076923076923
0.45,S25,0.3051378446115288,5.492481203007519,4.885714285714286
0.45,S26,0.4169590643274853,7.505263157894737,2.9571428571428573
0.45,S27,0.32698412698412693,5.885714285714286,3.857142857142857
0.45,S28,0.5059314954051797,9.106766917293234,1.8
0.45,S29,0.37985380116959067,6.8373684210526315,2.73
0.45,S30,0.351417004048583,6.325506072874494,2.923076923076923
0.45,S31,0.2877923976608187,5.1802631578947365,6.175
0.45,S32,0.5247284878863826,9.445112781954887,1.8571428571428572
0.45,S33,0.278849902534113,5.019298245614035,4.733333333333333
0.45,S34,0.6669172932330827,12.004511278195489,1.1142857142857143
0.45,S35,0.43849902534113055,7.892982456140351,2.8333333333333335
0.45,S36,0.47577276524644946,8.563909774436091,2.6
0.45,S37,0.4525584795321637,8.146052631578947,2.35
0.45,S38,0.3833333333333333,6.9,2.1
0.45,S39,0.31771094402673344,5.718796992481203,4.814285714285714
0.45,S40,0.28337510442773606,5.100751879699248,5.3428571428571425
0.45,S41,0.43092917478882387,7.75672514619883,1.9444444444444444
0.45,S42,0.42447786131996657,7.640601503759399,2.1285714285714286
0.45,S43,0.3026733500417711,5.44812030075188,3.3
0.45,S44,0.38228905597326646,6.881203007518797,4.042857142857143
0.5,S01,0.33403508771929824,6.012631578947368,3.78
0.5,S02,0.43993316624895573,7.918796992481203,3.4571428571428573
0.5,S03,0.36013645224171537,6.482456140350878,4.733333333333333
0.5,S05,0.3048245614035087,5.4868421052631575,4.05
0.5,S06,0.31571637426900584,5.682894736842106,5.6875
0.5,S07,0.29548872180451125,5.318796992481203,4.642857142857143
0.5,S08,0.3599049707602339,6.47828947368421,4.1625
0.5,S09,0.31426900584795325,5.656842105263158,5.45
0.5,S10,0.46842105263157896,8.43157894736842,2.925
0.5,S12,0.3458646616541353,6.225563909774436,5.057142857142857
0.5,S13,0.2830409356725146,5.094736842105263,6.8
0.5,S14,0.28837719298245607,5.190789473684211,5.2375
0.5,S15,0.33274853801169596,5.989473684210527,5.183333333333334
0.5,S16,0.3472222222222222,6.25,3.275
0.5,S17,0.30710108604845443,5.527819548872181,3.6285714285714286
0.5,S18,0.3580200501253133,6.444360902255639,3.992857142857143
0.5,S19,0.28452012383900926,5.121362229102167,5.376470588235295
0.5,S20,0.2939849624060151,5.291729323308271,5.114285714285714
0.5,S21,0.27329434697855753,4.919298245614035,8.2
0.5,S22,0.24824561403508766,4.468421052631579,7.45
0.5,S23,0.2357699805068226,4.243859649122807,6.691666666666666
0.5,S24,0.2850652271704903,5.131174089068826,5.123076923076923
0.5,S25,0.2506265664160401,4.511278195488722,6.735714285714286
0.5,S26,0.3594820384294068,6.470676691729324,4.328571428571428
0.5,S27,0.2710108604845447,4.878195488721804,5.8428571428571425
0.5,S28,0.4563074352548037,8.213533834586466,2.8142857142857145
0.5,S29,0.31789473684210523,5.722105263157895,4.4
0.5,S30,0.29014844804318485,5.222672064777328,4.915384615384616
0.5,S31,0.23771929824561405,4.278947368421052,8.325
0.5,S32,0.47284878863826224,8.511278195488721,2.6857142857142855
0.5,S33,0.2173489278752436,3.912280701754386,7.483333333333333
0.5,S34,0.6258980785296574,11.266165413533834,1.9285714285714286
0.5,S35,0.3810916179337232,6.859649122807017,4.15
0.5,S36,0.41779448621553883,7.5203007518797,3.8857142857142857
0.5,S37,0.3988304093567251,7.178947368421053,3.3625
